지구별,주차장명,주차대수,이용시간,날짜,년도,월,일,휴일여부,1대당 평균 주차시간,평균기온,최저기온,최고기온,평균온도 구분,최고기온 구분,최저기온 구분,지점명_청담,아침 비율_청담,낮 비율_청담,저녁 비율_청담,지점명_영동,아침 비율_영동,낮 비율_영동,저녁 비율_영동
PLT-005,뚝섬1주차장,154,11899.0,2021-12-10,2021,12,10,0,77.26623376623377,7.0,5.8,8.2,5,4,1,청담대교,0.2646121328856086,0.40434997528423133,0.3310378918301601,영동대교,0.20242556254960958,0.4147638122311853,0.3828106252192051
PLT-005,뚝섬4주차장,417,40191.0,2021-12-10,2021,12,10,0,96.38129496402878,7.0,5.8,8.2,5,4,1,청담대교,0.2646121328856086,0.40434997528423133,0.3310378918301601,영동대교,0.20242556254960958,0.4147638122311853,0.3828106252192051
PLT-005,뚝섬2주차장,498,63089.0,2021-12-09,2021,12,9,0,126.68473895582328,6.5,2.7,9.7,5,9,1,청담대교,0.2748118699417862,0.3946116711628567,0.3305764588953571,영동대교,0.20107596764875793,0.40760398613518195,0.3913200462160601
PLT-005,뚝섬4주차장,430,39485.0,2021-12-09,2021,12,9,0,91.82558139534883,6.5,2.7,9.7,5,9,1,청담대교,0.2748118699417862,0.3946116711628567,0.3305764588953571,영동대교,0.20107596764875793,0.40760398613518195,0.3913200462160601
PLT-005,뚝섬3주차장,217,17609.0,2021-12-09,2021,12,9,0,81.14746543778801,6.5,2.7,9.7,5,9,1,청담대교,0.2748118699417862,0.3946116711628567,0.3305764588953571,영동대교,0.20107596764875793,0.40760398613518195,0.3913200462160601
PLT-005,뚝섬1주차장,140,10266.0,2021-12-09,2021,12,9,0,73.32857142857142,6.5,2.7,9.7,5,9,1,청담대교,0.2748118699417862,0.3946116711628567,0.3305764588953571,영동대교,0.20107596764875793,0.40760398613518195,0.3913200462160601
PLT-005,뚝섬4주차장,434,38564.0,2021-12-08,2021,12,8,0,88.85714285714286,6.7,1.9,13.3,5,9,1,청담대교,0.2857292558115165,0.41965174563808794,0.2946189985503956,영동대교,0.20440036268758904,0.40532188523528434,0.3902777520771266
PLT-005,뚝섬2주차장,537,66982.0,2021-12-08,2021,12,8,0,124.73370577281192,6.7,1.9,13.3,5,9,1,청담대교,0.2857292558115165,0.41965174563808794,0.2946189985503956,영동대교,0.20440036268758904,0.40532188523528434,0.3902777520771266
PLT-005,뚝섬3주차장,274,19275.0,2021-12-08,2021,12,8,0,70.34671532846716,6.7,1.9,13.3,5,9,1,청담대교,0.2857292558115165,0.41965174563808794,0.2946189985503956,영동대교,0.20440036268758904,0.40532188523528434,0.3902777520771266
PLT-005,뚝섬1주차장,159,11454.0,2021-12-08,2021,12,8,0,72.0377358490566,6.7,1.9,13.3,5,9,1,청담대교,0.2857292558115165,0.41965174563808794,0.2946189985503956,영동대교,0.20440036268758904,0.40532188523528434,0.3902777520771266
PLT-005,뚝섬1주차장,131,10657.0,2021-12-07,2021,12,7,0,81.35114503816794,6.8,2.6,13.3,5,9,1,청담대교,0.2781376867927788,0.4089487777489851,0.31291353545823614,영동대교,0.20463867551644419,0.40029084942948767,0.39507047505406817
PLT-005,뚝섬4주차장,397,40354.0,2021-12-07,2021,12,7,0,101.64735516372797,6.8,2.6,13.3,5,9,1,청담대교,0.2781376867927788,0.4089487777489851,0.31291353545823614,영동대교,0.20463867551644419,0.40029084942948767,0.39507047505406817
PLT-005,뚝섬3주차장,218,17896.0,2021-12-07,2021,12,7,0,82.09174311926606,6.8,2.6,13.3,5,9,1,청담대교,0.2781376867927788,0.4089487777489851,0.31291353545823614,영동대교,0.20463867551644419,0.40029084942948767,0.39507047505406817
PLT-005,뚝섬2주차장,484,68420.0,2021-12-07,2021,12,7,0,141.36363636363637,6.8,2.6,13.3,5,9,1,청담대교,0.2781376867927788,0.4089487777489851,0.31291353545823614,영동대교,0.20463867551644419,0.40029084942948767,0.39507047505406817
PLT-005,뚝섬1주차장,220,9785.0,2021-12-06,2021,12,6,0,44.47727272727273,5.4,-0.7,12.1,5,9,-4,청담대교,0.28855817549284885,0.4100045682960256,0.30143725621112555,영동대교,0.2076413866993189,0.4137522001989745,0.37860641310170656
PLT-005,뚝섬3주차장,302,19593.0,2021-12-06,2021,12,6,0,64.87748344370861,5.4,-0.7,12.1,5,9,-4,청담대교,0.28855817549284885,0.4100045682960256,0.30143725621112555,영동대교,0.2076413866993189,0.4137522001989745,0.37860641310170656
PLT-005,뚝섬4주차장,387,34092.0,2021-12-06,2021,12,6,0,88.09302325581395,5.4,-0.7,12.1,5,9,-4,청담대교,0.28855817549284885,0.4100045682960256,0.30143725621112555,영동대교,0.2076413866993189,0.4137522001989745,0.37860641310170656
PLT-005,뚝섬2주차장,574,65226.0,2021-12-06,2021,12,6,0,113.63414634146342,5.4,-0.7,12.1,5,9,-4,청담대교,0.28855817549284885,0.4100045682960256,0.30143725621112555,영동대교,0.2076413866993189,0.4137522001989745,0.37860641310170656
PLT-005,뚝섬2주차장,768,68119.0,2021-12-05,2021,12,5,1,88.69661458333333,2.9,-2.3,9.6,0,9,-4,청담대교,0.22458482073568214,0.4483354027626882,0.32707977650162967,영동대교,0.17912808346725848,0.47549807402872374,0.34537384250401776
PLT-005,뚝섬3주차장,444,27610.0,2021-12-05,2021,12,5,1,62.18468468468468,2.9,-2.3,9.6,0,9,-4,청담대교,0.22458482073568214,0.4483354027626882,0.32707977650162967,영동대교,0.17912808346725848,0.47549807402872374,0.34537384250401776
PLT-005,뚝섬1주차장,262,19929.0,2021-12-05,2021,12,5,1,76.06488549618321,2.9,-2.3,9.6,0,9,-4,청담대교,0.22458482073568214,0.4483354027626882,0.32707977650162967,영동대교,0.17912808346725848,0.47549807402872374,0.34537384250401776
PLT-005,뚝섬4주차장,657,45913.0,2021-12-05,2021,12,5,1,69.882800608828,2.9,-2.3,9.6,0,9,-4,청담대교,0.22458482073568214,0.4483354027626882,0.32707977650162967,영동대교,0.17912808346725848,0.47549807402872374,0.34537384250401776
PLT-005,뚝섬4주차장,565,37212.0,2021-12-04,2021,12,4,1,65.86194690265486,1.4,-2.7,7.0,0,4,-4,청담대교,0.2569165711009174,0.4244194380733945,0.3186639908256881,영동대교,0.20457993357661242,0.42506867850260366,0.370351387920784
PLT-005,뚝섬3주차장,370,23588.0,2021-12-04,2021,12,4,1,63.75135135135135,1.4,-2.7,7.0,0,4,-4,청담대교,0.2569165711009174,0.4244194380733945,0.3186639908256881,영동대교,0.20457993357661242,0.42506867850260366,0.370351387920784
PLT-005,뚝섬1주차장,290,16290.0,2021-12-04,2021,12,4,1,56.172413793103445,1.4,-2.7,7.0,0,4,-4,청담대교,0.2569165711009174,0.4244194380733945,0.3186639908256881,영동대교,0.20457993357661242,0.42506867850260366,0.370351387920784
PLT-005,뚝섬2주차장,642,58531.0,2021-12-04,2021,12,4,1,91.16978193146416,1.4,-2.7,7.0,0,4,-4,청담대교,0.2569165711009174,0.4244194380733945,0.3186639908256881,영동대교,0.20457993357661242,0.42506867850260366,0.370351387920784
PLT-005,뚝섬3주차장,225,15499.0,2021-12-03,2021,12,3,0,68.88444444444444,1.9,-1.8,4.6,0,4,-4,청담대교,0.2727930535455861,0.40823575845283516,0.31897118800157875,영동대교,0.2064623813929861,0.3946007728732379,0.398936845733776
PLT-005,뚝섬2주차장,483,63319.0,2021-12-03,2021,12,3,0,131.0952380952381,1.9,-1.8,4.6,0,4,-4,청담대교,0.2727930535455861,0.40823575845283516,0.31897118800157875,영동대교,0.2064623813929861,0.3946007728732379,0.398936845733776
PLT-005,뚝섬4주차장,375,34897.0,2021-12-03,2021,12,3,0,93.05866666666668,1.9,-1.8,4.6,0,4,-4,청담대교,0.2727930535455861,0.40823575845283516,0.31897118800157875,영동대교,0.2064623813929861,0.3946007728732379,0.398936845733776
PLT-005,뚝섬1주차장,189,11514.0,2021-12-03,2021,12,3,0,60.92063492063492,1.9,-1.8,4.6,0,4,-4,청담대교,0.2727930535455861,0.40823575845283516,0.31897118800157875,영동대교,0.2064623813929861,0.3946007728732379,0.398936845733776
PLT-005,뚝섬4주차장,354,35750.0,2021-12-02,2021,12,2,0,100.98870056497177,1.3,-4.6,5.0,0,4,-9,청담대교,0.27360498313002857,0.41107362228566485,0.3153213945843066,영동대교,0.21380273009082174,0.4003226800572848,0.3858745898518935
PLT-005,뚝섬3주차장,183,15172.0,2021-12-02,2021,12,2,0,82.90710382513662,1.3,-4.6,5.0,0,4,-9,청담대교,0.27360498313002857,0.41107362228566485,0.3153213945843066,영동대교,0.21380273009082174,0.4003226800572848,0.3858745898518935
PLT-005,뚝섬1주차장,203,12141.0,2021-12-02,2021,12,2,0,59.80788177339902,1.3,-4.6,5.0,0,4,-9,청담대교,0.27360498313002857,0.41107362228566485,0.3153213945843066,영동대교,0.21380273009082174,0.4003226800572848,0.3858745898518935
PLT-005,뚝섬2주차장,207,9045.0,2021-12-02,2021,12,2,0,43.69565217391305,1.3,-4.6,5.0,0,4,-9,청담대교,0.27360498313002857,0.41107362228566485,0.3153213945843066,영동대교,0.21380273009082174,0.4003226800572848,0.3858745898518935
PLT-005,뚝섬1주차장,170,7494.0,2021-12-01,2021,12,1,0,44.082352941176474,-1.3,-3.0,1.5,-5,-1,-4,청담대교,0.27854391636288606,0.4285542334410895,0.2929018501960245,영동대교,0.20956106664752538,0.407116965150917,0.3833219682015576
PLT-005,뚝섬3주차장,170,11799.0,2021-12-01,2021,12,1,0,69.40588235294118,-1.3,-3.0,1.5,-5,-1,-4,청담대교,0.27854391636288606,0.4285542334410895,0.2929018501960245,영동대교,0.20956106664752538,0.407116965150917,0.3833219682015576
PLT-005,뚝섬4주차장,342,30446.0,2021-12-01,2021,12,1,0,89.0233918128655,-1.3,-3.0,1.5,-5,-1,-4,청담대교,0.27854391636288606,0.4285542334410895,0.2929018501960245,영동대교,0.20956106664752538,0.407116965150917,0.3833219682015576
PLT-005,뚝섬1주차장,111,4143.0,2021-11-30,2021,11,30,0,37.32432432432432,5.7,0.7,8.9,5,4,-4,청담대교,0.267525195968645,0.41194475550578574,0.32053004852556927,영동대교,0.2016967964032431,0.4091687202543313,0.38913448334242556
PLT-005,뚝섬4주차장,311,33416.0,2021-11-30,2021,11,30,0,107.44694533762058,5.7,0.7,8.9,5,4,-4,청담대교,0.267525195968645,0.41194475550578574,0.32053004852556927,영동대교,0.2016967964032431,0.4091687202543313,0.38913448334242556
PLT-005,뚝섬3주차장,171,14014.0,2021-11-30,2021,11,30,0,81.953216374269,5.7,0.7,8.9,5,4,-4,청담대교,0.267525195968645,0.41194475550578574,0.32053004852556927,영동대교,0.2016967964032431,0.4091687202543313,0.38913448334242556
PLT-005,뚝섬1주차장,196,11472.0,2021-11-29,2021,11,29,0,58.53061224489796,7.6,2.5,13.7,5,9,1,청담대교,0.2842013434528483,0.41113146645729737,0.3046671900898543,영동대교,0.2115965294499866,0.4101402744333601,0.37826319611665327
PLT-005,뚝섬2주차장,92,966.0,2021-11-29,2021,11,29,0,10.5,7.6,2.5,13.7,5,9,1,청담대교,0.2842013434528483,0.41113146645729737,0.3046671900898543,영동대교,0.2115965294499866,0.4101402744333601,0.37826319611665327
PLT-005,뚝섬4주차장,418,36481.0,2021-11-29,2021,11,29,0,87.27511961722487,7.6,2.5,13.7,5,9,1,청담대교,0.2842013434528483,0.41113146645729737,0.3046671900898543,영동대교,0.2115965294499866,0.4101402744333601,0.37826319611665327
PLT-005,뚝섬3주차장,222,13692.0,2021-11-29,2021,11,29,0,61.67567567567568,7.6,2.5,13.7,5,9,1,청담대교,0.2842013434528483,0.41113146645729737,0.3046671900898543,영동대교,0.2115965294499866,0.4101402744333601,0.37826319611665327
PLT-005,뚝섬1주차장,260,16403.0,2021-11-28,2021,11,28,1,63.08846153846154,5.1,-1.3,12.4,5,9,-4,청담대교,0.2416211162255466,0.43277114499424624,0.32560773878020716,영동대교,0.1759072816670569,0.48021540622804965,0.3438773121048935
PLT-005,뚝섬3주차장,464,33618.0,2021-11-28,2021,11,28,1,72.45258620689656,5.1,-1.3,12.4,5,9,-4,청담대교,0.2416211162255466,0.43277114499424624,0.32560773878020716,영동대교,0.1759072816670569,0.48021540622804965,0.3438773121048935
PLT-005,뚝섬4주차장,675,54534.0,2021-11-28,2021,11,28,1,80.7911111111111,5.1,-1.3,12.4,5,9,-4,청담대교,0.2416211162255466,0.43277114499424624,0.32560773878020716,영동대교,0.1759072816670569,0.48021540622804965,0.3438773121048935
PLT-005,뚝섬2주차장,783,78572.0,2021-11-28,2021,11,28,1,100.34738186462324,5.1,-1.3,12.4,5,9,-4,청담대교,0.2416211162255466,0.43277114499424624,0.32560773878020716,영동대교,0.1759072816670569,0.48021540622804965,0.3438773121048935
PLT-005,뚝섬1주차장,288,14540.0,2021-11-27,2021,11,27,1,50.486111111111114,3.4,-1.4,10.1,0,9,-4,청담대교,0.27043727040341287,0.40508879145435156,0.32447393814223563,영동대교,0.20706750446763128,0.4324282777041179,0.3605042178282508
PLT-005,뚝섬2주차장,684,66385.0,2021-11-27,2021,11,27,1,97.05409356725146,3.4,-1.4,10.1,0,9,-4,청담대교,0.27043727040341287,0.40508879145435156,0.32447393814223563,영동대교,0.20706750446763128,0.4324282777041179,0.3605042178282508
PLT-005,뚝섬4주차장,572,39388.0,2021-11-27,2021,11,27,1,68.86013986013987,3.4,-1.4,10.1,0,9,-4,청담대교,0.27043727040341287,0.40508879145435156,0.32447393814223563,영동대교,0.20706750446763128,0.4324282777041179,0.3605042178282508
PLT-005,뚝섬3주차장,373,26241.0,2021-11-27,2021,11,27,1,70.35120643431635,3.4,-1.4,10.1,0,9,-4,청담대교,0.27043727040341287,0.40508879145435156,0.32447393814223563,영동대교,0.20706750446763128,0.4324282777041179,0.3605042178282508
PLT-005,뚝섬4주차장,428,36813.0,2021-11-26,2021,11,26,0,86.01168224299066,2.9,-0.5,7.2,0,4,-4,청담대교,0.26438845929990856,0.3962417893073917,0.33936975139269976,영동대교,0.1955412399116934,0.40550468676486556,0.39895407332344107
PLT-005,뚝섬1주차장,167,11331.0,2021-11-26,2021,11,26,0,67.8502994011976,2.9,-0.5,7.2,0,4,-4,청담대교,0.26438845929990856,0.3962417893073917,0.33936975139269976,영동대교,0.1955412399116934,0.40550468676486556,0.39895407332344107
PLT-005,뚝섬3주차장,238,16157.0,2021-11-26,2021,11,26,0,67.88655462184875,2.9,-0.5,7.2,0,4,-4,청담대교,0.26438845929990856,0.3962417893073917,0.33936975139269976,영동대교,0.1955412399116934,0.40550468676486556,0.39895407332344107
PLT-005,뚝섬2주차장,553,69899.0,2021-11-26,2021,11,26,0,126.3996383363472,2.9,-0.5,7.2,0,4,-4,청담대교,0.26438845929990856,0.3962417893073917,0.33936975139269976,영동대교,0.1955412399116934,0.40550468676486556,0.39895407332344107
PLT-005,뚝섬3주차장,176,14586.0,2021-11-25,2021,11,25,0,82.875,5.7,2.6,9.9,5,9,1,청담대교,0.26518094459210795,0.4060689702174061,0.32875008519048593,영동대교,0.19835350915117453,0.39441922467214297,0.40722726617668253
PLT-005,뚝섬2주차장,550,75121.0,2021-11-25,2021,11,25,0,136.58363636363637,5.7,2.6,9.9,5,9,1,청담대교,0.26518094459210795,0.4060689702174061,0.32875008519048593,영동대교,0.19835350915117453,0.39441922467214297,0.40722726617668253
PLT-005,뚝섬1주차장,221,17939.0,2021-11-25,2021,11,25,0,81.17194570135747,5.7,2.6,9.9,5,9,1,청담대교,0.26518094459210795,0.4060689702174061,0.32875008519048593,영동대교,0.19835350915117453,0.39441922467214297,0.40722726617668253
PLT-005,뚝섬4주차장,390,33786.0,2021-11-25,2021,11,25,0,86.63076923076923,5.7,2.6,9.9,5,9,1,청담대교,0.26518094459210795,0.4060689702174061,0.32875008519048593,영동대교,0.19835350915117453,0.39441922467214297,0.40722726617668253
PLT-005,뚝섬4주차장,390,37481.0,2021-11-24,2021,11,24,0,96.1051282051282,4.1,-2.6,9.1,0,9,-4,청담대교,0.27922582826233944,0.40786004056795133,0.3129141311697093,영동대교,0.1999599461093107,0.3974802461493646,0.4025598077413247
PLT-005,뚝섬1주차장,113,6783.0,2021-11-24,2021,11,24,0,60.02654867256637,4.1,-2.6,9.1,0,9,-4,청담대교,0.27922582826233944,0.40786004056795133,0.3129141311697093,영동대교,0.1999599461093107,0.3974802461493646,0.4025598077413247
PLT-005,뚝섬3주차장,174,11086.0,2021-11-24,2021,11,24,0,63.71264367816092,4.1,-2.6,9.1,0,9,-4,청담대교,0.27922582826233944,0.40786004056795133,0.3129141311697093,영동대교,0.1999599461093107,0.3974802461493646,0.4025598077413247
PLT-005,뚝섬2주차장,481,62973.0,2021-11-24,2021,11,24,0,130.92099792099793,4.1,-2.6,9.1,0,9,-4,청담대교,0.27922582826233944,0.40786004056795133,0.3129141311697093,영동대교,0.1999599461093107,0.3974802461493646,0.4025598077413247
PLT-005,뚝섬4주차장,343,36220.0,2021-11-23,2021,11,23,0,105.59766763848395,-0.6,-3.7,2.3,-5,-1,-4,청담대교,0.2794587354466463,0.41080811896830033,0.3097331455850534,영동대교,0.1958591233213885,0.4045498968400478,0.39959097983856373
PLT-005,뚝섬2주차장,407,63244.0,2021-11-23,2021,11,23,0,155.39066339066338,-0.6,-3.7,2.3,-5,-1,-4,청담대교,0.2794587354466463,0.41080811896830033,0.3097331455850534,영동대교,0.1958591233213885,0.4045498968400478,0.39959097983856373
PLT-005,뚝섬4주차장,329,37672.0,2021-11-22,2021,11,22,0,114.50455927051672,2.7,-0.6,7.5,0,4,-4,청담대교,0.2731801492768862,0.4208194714977677,0.30600037922534606,영동대교,0.20149478519522573,0.4071501186038631,0.3913550962009112
PLT-005,뚝섬1주차장,32,1040.0,2021-11-22,2021,11,22,0,32.5,2.7,-0.6,7.5,0,4,-4,청담대교,0.2731801492768862,0.4208194714977677,0.30600037922534606,영동대교,0.20149478519522573,0.4071501186038631,0.3913550962009112
PLT-005,뚝섬2주차장,486,67050.0,2021-11-22,2021,11,22,0,137.96296296296296,2.7,-0.6,7.5,0,4,-4,청담대교,0.2731801492768862,0.4208194714977677,0.30600037922534606,영동대교,0.20149478519522573,0.4071501186038631,0.3913550962009112
PLT-005,뚝섬3주차장,50,595.0,2021-11-22,2021,11,22,0,11.9,2.7,-0.6,7.5,0,4,-4,청담대교,0.2731801492768862,0.4208194714977677,0.30600037922534606,영동대교,0.20149478519522573,0.4071501186038631,0.3913550962009112
PLT-005,뚝섬3주차장,298,21616.0,2021-11-21,2021,11,21,1,72.53691275167785,10.4,7.6,13.1,10,9,6,청담대교,0.22941691920113913,0.4310672167658549,0.33951586403300593,영동대교,0.176221551703974,0.4689261572287325,0.35485229106729355
PLT-005,뚝섬4주차장,539,39639.0,2021-11-21,2021,11,21,1,73.5417439703154,10.4,7.6,13.1,10,9,6,청담대교,0.22941691920113913,0.4310672167658549,0.33951586403300593,영동대교,0.176221551703974,0.4689261572287325,0.35485229106729355
PLT-005,뚝섬1주차장,195,18812.0,2021-11-21,2021,11,21,1,96.47179487179488,10.4,7.6,13.1,10,9,6,청담대교,0.22941691920113913,0.4310672167658549,0.33951586403300593,영동대교,0.176221551703974,0.4689261572287325,0.35485229106729355
PLT-005,뚝섬2주차장,631,72886.0,2021-11-21,2021,11,21,1,115.50871632329635,10.4,7.6,13.1,10,9,6,청담대교,0.22941691920113913,0.4310672167658549,0.33951586403300593,영동대교,0.176221551703974,0.4689261572287325,0.35485229106729355
PLT-005,뚝섬3주차장,416,40564.0,2021-11-20,2021,11,20,1,97.5096153846154,10.4,6.8,15.6,10,14,6,청담대교,0.2624075202367482,0.3966054486900514,0.34098703107320044,영동대교,0.21046469377043886,0.46925592474464045,0.3202793814849207
PLT-005,뚝섬1주차장,228,18681.0,2021-11-20,2021,11,20,1,81.9342105263158,10.4,6.8,15.6,10,14,6,청담대교,0.2624075202367482,0.3966054486900514,0.34098703107320044,영동대교,0.21046469377043886,0.46925592474464045,0.3202793814849207
PLT-005,뚝섬4주차장,674,58595.0,2021-11-20,2021,11,20,1,86.93620178041543,10.4,6.8,15.6,10,14,6,청담대교,0.2624075202367482,0.3966054486900514,0.34098703107320044,영동대교,0.21046469377043886,0.46925592474464045,0.3202793814849207
PLT-005,뚝섬2주차장,777,74566.0,2021-11-20,2021,11,20,1,95.96653796653796,10.4,6.8,15.6,10,14,6,청담대교,0.2624075202367482,0.3966054486900514,0.34098703107320044,영동대교,0.21046469377043886,0.46925592474464045,0.3202793814849207
PLT-005,뚝섬4주차장,476,40791.0,2021-11-19,2021,11,19,0,85.6953781512605,12.9,10.2,16.7,10,14,6,청담대교,0.2636276644888801,0.39488880089751205,0.34148353461360786,영동대교,0.20493430380943378,0.4327063049437565,0.3623593912468097
PLT-005,뚝섬3주차장,243,17718.0,2021-11-19,2021,11,19,0,72.91358024691358,12.9,10.2,16.7,10,14,6,청담대교,0.2636276644888801,0.39488880089751205,0.34148353461360786,영동대교,0.20493430380943378,0.4327063049437565,0.3623593912468097
PLT-005,뚝섬1주차장,179,14360.0,2021-11-19,2021,11,19,0,80.22346368715084,12.9,10.2,16.7,10,14,6,청담대교,0.2636276644888801,0.39488880089751205,0.34148353461360786,영동대교,0.20493430380943378,0.4327063049437565,0.3623593912468097
PLT-005,뚝섬2주차장,599,69930.0,2021-11-19,2021,11,19,0,116.74457429048414,12.9,10.2,16.7,10,14,6,청담대교,0.2636276644888801,0.39488880089751205,0.34148353461360786,영동대교,0.20493430380943378,0.4327063049437565,0.3623593912468097
PLT-005,뚝섬4주차장,466,46682.0,2021-11-18,2021,11,18,0,100.17596566523603,11.9,7.7,16.2,10,14,6,청담대교,0.2713151713614621,0.4038095564661306,0.3248752721724073,영동대교,0.20034500215626347,0.4176401102506891,0.38201488759304747
PLT-005,뚝섬3주차장,210,18401.0,2021-11-18,2021,11,18,0,87.62380952380953,11.9,7.7,16.2,10,14,6,청담대교,0.2713151713614621,0.4038095564661306,0.3248752721724073,영동대교,0.20034500215626347,0.4176401102506891,0.38201488759304747
PLT-005,뚝섬2주차장,509,69561.0,2021-11-18,2021,11,18,0,136.66208251473478,11.9,7.7,16.2,10,14,6,청담대교,0.2713151713614621,0.4038095564661306,0.3248752721724073,영동대교,0.20034500215626347,0.4176401102506891,0.38201488759304747
PLT-005,뚝섬1주차장,150,10292.0,2021-11-18,2021,11,18,0,68.61333333333333,11.9,7.7,16.2,10,14,6,청담대교,0.2713151713614621,0.4038095564661306,0.3248752721724073,영동대교,0.20034500215626347,0.4176401102506891,0.38201488759304747
PLT-005,뚝섬4주차장,440,44108.0,2021-11-17,2021,11,17,0,100.24545454545456,7.5,2.7,12.5,5,9,1,청담대교,0.2828876826162713,0.40604476611714246,0.31106755126658625,영동대교,0.20442083618917067,0.42076003350849134,0.374819130302338
PLT-005,뚝섬2주차장,555,71357.0,2021-11-17,2021,11,17,0,128.57117117117116,7.5,2.7,12.5,5,9,1,청담대교,0.2828876826162713,0.40604476611714246,0.31106755126658625,영동대교,0.20442083618917067,0.42076003350849134,0.374819130302338
PLT-005,뚝섬3주차장,206,16293.0,2021-11-17,2021,11,17,0,79.09223300970874,7.5,2.7,12.5,5,9,1,청담대교,0.2828876826162713,0.40604476611714246,0.31106755126658625,영동대교,0.20442083618917067,0.42076003350849134,0.374819130302338
PLT-005,뚝섬1주차장,136,9874.0,2021-11-17,2021,11,17,0,72.6029411764706,7.5,2.7,12.5,5,9,1,청담대교,0.2828876826162713,0.40604476611714246,0.31106755126658625,영동대교,0.20442083618917067,0.42076003350849134,0.374819130302338
PLT-005,뚝섬2주차장,524,70075.0,2021-11-16,2021,11,16,0,133.73091603053436,8.5,4.4,13.6,5,9,1,청담대교,0.2785824659115994,0.4083306447504712,0.3130868893379294,영동대교,0.2100571262234836,0.4029945784666885,0.3869482953098279
PLT-005,뚝섬4주차장,414,40975.0,2021-11-16,2021,11,16,0,98.97342995169082,8.5,4.4,13.6,5,9,1,청담대교,0.2785824659115994,0.4083306447504712,0.3130868893379294,영동대교,0.2100571262234836,0.4029945784666885,0.3869482953098279
PLT-005,뚝섬1주차장,142,10646.0,2021-11-16,2021,11,16,0,74.97183098591549,8.5,4.4,13.6,5,9,1,청담대교,0.2785824659115994,0.4083306447504712,0.3130868893379294,영동대교,0.2100571262234836,0.4029945784666885,0.3869482953098279
PLT-005,뚝섬3주차장,220,19750.0,2021-11-16,2021,11,16,0,89.77272727272727,8.5,4.4,13.6,5,9,1,청담대교,0.2785824659115994,0.4083306447504712,0.3130868893379294,영동대교,0.2100571262234836,0.4029945784666885,0.3869482953098279
PLT-005,뚝섬1주차장,128,7918.0,2021-11-15,2021,11,15,0,61.859375,10.1,5.8,15.7,10,14,1,청담대교,0.28047381844947705,0.40678546363340695,0.312740717917116,영동대교,0.21042990654205607,0.4387476635514019,0.35082242990654205
PLT-005,뚝섬4주차장,496,47169.0,2021-11-15,2021,11,15,0,95.09879032258064,10.1,5.8,15.7,10,14,1,청담대교,0.28047381844947705,0.40678546363340695,0.312740717917116,영동대교,0.21042990654205607,0.4387476635514019,0.35082242990654205
PLT-005,뚝섬2주차장,543,85595.0,2021-11-15,2021,11,15,0,157.63351749539595,10.1,5.8,15.7,10,14,1,청담대교,0.28047381844947705,0.40678546363340695,0.312740717917116,영동대교,0.21042990654205607,0.4387476635514019,0.35082242990654205
PLT-005,뚝섬3주차장,238,18675.0,2021-11-15,2021,11,15,0,78.46638655462185,10.1,5.8,15.7,10,14,1,청담대교,0.28047381844947705,0.40678546363340695,0.312740717917116,영동대교,0.21042990654205607,0.4387476635514019,0.35082242990654205
PLT-005,뚝섬3주차장,451,37451.0,2021-11-14,2021,11,14,1,83.039911308204,11.3,7.8,16.4,10,14,6,청담대교,0.21119934384669872,0.44046154419714423,0.348339111956157,영동대교,0.1728392155016128,0.4956089751136016,0.3315518093847856
PLT-005,뚝섬1주차장,247,24010.0,2021-11-14,2021,11,14,1,97.20647773279352,11.3,7.8,16.4,10,14,6,청담대교,0.21119934384669872,0.44046154419714423,0.348339111956157,영동대교,0.1728392155016128,0.4956089751136016,0.3315518093847856
PLT-005,뚝섬2주차장,827,85152.0,2021-11-14,2021,11,14,1,102.96493349455864,11.3,7.8,16.4,10,14,6,청담대교,0.21119934384669872,0.44046154419714423,0.348339111956157,영동대교,0.1728392155016128,0.4956089751136016,0.3315518093847856
PLT-005,뚝섬4주차장,742,58865.0,2021-11-14,2021,11,14,1,79.33288409703503,11.3,7.8,16.4,10,14,6,청담대교,0.21119934384669872,0.44046154419714423,0.348339111956157,영동대교,0.1728392155016128,0.4956089751136016,0.3315518093847856
PLT-005,뚝섬3주차장,406,41360.0,2021-11-13,2021,11,13,1,101.871921182266,7.3,0.5,13.4,5,9,-4,청담대교,0.2682984871664117,0.4061363250042495,0.3255651878293388,영동대교,0.20249440239817917,0.4641475916433819,0.33335800595843895
PLT-005,뚝섬2주차장,775,79383.0,2021-11-13,2021,11,13,1,102.42967741935485,7.3,0.5,13.4,5,9,-4,청담대교,0.2682984871664117,0.4061363250042495,0.3255651878293388,영동대교,0.20249440239817917,0.4641475916433819,0.33335800595843895
PLT-005,뚝섬4주차장,683,55162.0,2021-11-13,2021,11,13,1,80.76427525622255,7.3,0.5,13.4,5,9,-4,청담대교,0.2682984871664117,0.4061363250042495,0.3255651878293388,영동대교,0.20249440239817917,0.4641475916433819,0.33335800595843895
PLT-005,뚝섬1주차장,256,21865.0,2021-11-13,2021,11,13,1,85.41015625,7.3,0.5,13.4,5,9,-4,청담대교,0.2682984871664117,0.4061363250042495,0.3255651878293388,영동대교,0.20249440239817917,0.4641475916433819,0.33335800595843895
