"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-007","양화2주차장","35","4708","2021/12/09"
"PLT-002","난지1,2,3주차장","1013","60725","2021/12/09"
"PLT-008","여의도4주차장","204","68611","2021/12/09"
"PLT-005","뚝섬4주차장","434","38564","2021/12/08"
"PLT-005","뚝섬2주차장","537","66982","2021/12/08"
"PLT-004","이촌3,4주차장","729","67495","2021/12/08"
"PLT-008","여의도4주차장","222","68501","2021/12/08"
"PLT-009","반포1주차장","533","26039","2021/12/08"
"PLT-005","뚝섬3주차장","274","19275","2021/12/08"
"PLT-004","이촌2주차장","234","16586","2021/12/08"
"PLT-003","망원2,3주차장","770","63910","2021/12/08"
"PLT-008","여의도3주차장","1046","365524","2021/12/08"
"PLT-001","강서1주차장","155","9810","2021/12/08"
"PLT-004","이촌1주차장","70","4690","2021/12/08"
"PLT-006","광나루3주차장","832","37994","2021/12/08"
"PLT-002","난지1,2,3주차장","1186","66022","2021/12/08"
"PLT-007","양화3,4,5주차장","592","47253","2021/12/08"
"PLT-008","여의도5주차장","362","130113","2021/12/08"
"PLT-011","잠실1,2,3,4주차장","3018","149224","2021/12/08"
"PLT-005","뚝섬1주차장","159","11454","2021/12/08"
"PLT-007","양화1주차장","378","34841","2021/12/08"
"PLT-009","반포2,3주차장","1749","127448","2021/12/08"
"PLT-010","잠원1-6주차장","1979","193482","2021/12/08"
"PLT-007","양화2주차장","41","4389","2021/12/08"
"PLT-008","여의도2주차장","649","148737","2021/12/08"
"PLT-008","여의도1주차장","1775","319147","2021/12/08"
"PLT-006","광나루1,2주차장","343","40257","2021/12/08"
"PLT-003","망원1주차장","203","19923","2021/12/08"
"PLT-008","여의도5주차장","412","129328","2021/12/07"
"PLT-009","반포2,3주차장","1860","155290","2021/12/07"
"PLT-003","망원2,3주차장","746","74368","2021/12/07"
"PLT-010","잠원1-6주차장","2077","198045","2021/12/07"
"PLT-009","반포1주차장","534","23683","2021/12/07"
"PLT-011","잠실1,2,3,4주차장","2828","140069","2021/12/07"
"PLT-006","광나루1,2주차장","342","39922","2021/12/07"
"PLT-003","망원1주차장","207","22334","2021/12/07"
"PLT-004","이촌1주차장","45","2551","2021/12/07"
"PLT-006","광나루3주차장","800","41993","2021/12/07"
"PLT-005","뚝섬1주차장","131","10657","2021/12/07"
"PLT-004","이촌3,4주차장","644","61449","2021/12/07"
"PLT-005","뚝섬4주차장","397","40354","2021/12/07"
"PLT-001","강서1주차장","153","11913","2021/12/07"
"PLT-008","여의도2주차장","634","161971","2021/12/07"
"PLT-008","여의도1주차장","1697","306106","2021/12/07"
"PLT-005","뚝섬3주차장","218","17896","2021/12/07"
"PLT-007","양화3,4,5주차장","562","50312","2021/12/07"
"PLT-007","양화1주차장","366","37032","2021/12/07"
"PLT-005","뚝섬2주차장","484","68420","2021/12/07"
"PLT-002","난지1,2,3주차장","1134","58095","2021/12/07"
"PLT-008","여의도3주차장","991","360844","2021/12/07"
"PLT-007","양화2주차장","43","4092","2021/12/07"
"PLT-008","여의도4주차장","237","81496","2021/12/07"
"PLT-004","이촌2주차장","233","16627","2021/12/07"
"PLT-009","반포1주차장","538","24284","2021/12/06"
"PLT-008","여의도2주차장","579","144413","2021/12/06"
"PLT-008","여의도3주차장","1043","399512","2021/12/06"
"PLT-002","난지1,2,3주차장","1174","56326","2021/12/06"
"PLT-005","뚝섬1주차장","220","9785","2021/12/06"
"PLT-007","양화2주차장","35","4695","2021/12/06"
"PLT-003","망원1주차장","205","19208","2021/12/06"
"PLT-010","잠원1-6주차장","1851","188465","2021/12/06"
"PLT-008","여의도5주차장","406","128500","2021/12/06"
"PLT-007","양화3,4,5주차장","559","44867","2021/12/06"
"PLT-009","반포2,3주차장","1549","111968","2021/12/06"
"PLT-001","강서1주차장","151","9977","2021/12/06"
"PLT-006","광나루3주차장","798","30699","2021/12/06"
"PLT-007","양화1주차장","337","32842","2021/12/06"
"PLT-011","잠실1,2,3,4주차장","2838","141170","2021/12/06"
"PLT-004","이촌2주차장","208","13615","2021/12/06"
"PLT-004","이촌1주차장","48","3807","2021/12/06"
"PLT-005","뚝섬3주차장","302","19593","2021/12/06"
"PLT-008","여의도1주차장","1578","291335","2021/12/06"
"PLT-004","이촌3,4주차장","672","62401","2021/12/06"
"PLT-005","뚝섬4주차장","387","34092","2021/12/06"
"PLT-005","뚝섬2주차장","574","65226","2021/12/06"
"PLT-003","망원2,3주차장","650","60131","2021/12/06"
"PLT-008","여의도4주차장","225","84839","2021/12/06"
"PLT-006","광나루1,2주차장","303","37130","2021/12/06"
"PLT-005","뚝섬2주차장","768","68119","2021/12/05"
"PLT-002","난지1,2,3주차장","1596","125247","2021/12/05"
"PLT-011","잠실1,2,3,4주차장","1829","132869","2021/12/05"
"PLT-003","망원2,3주차장","1328","119255","2021/12/05"
"PLT-007","양화2주차장","58","3518","2021/12/05"
"PLT-008","여의도1주차장","2287","182991","2021/12/05"
"PLT-008","여의도4주차장","33","1964","2021/12/05"
"PLT-009","반포1주차장","918","49446","2021/12/05"
"PLT-007","양화3,4,5주차장","893","69708","2021/12/05"
"PLT-005","뚝섬3주차장","444","27610","2021/12/05"
"PLT-004","이촌3,4주차장","1207","84899","2021/12/05"
"PLT-009","반포2,3주차장","2937","182749","2021/12/05"
"PLT-004","이촌2주차장","312","23674","2021/12/05"
"PLT-008","여의도3주차장","832","98357","2021/12/05"
"PLT-005","뚝섬1주차장","262","19929","2021/12/05"
"PLT-008","여의도2주차장","831","68235","2021/12/05"
"PLT-008","여의도5주차장","110","14620","2021/12/05"
"PLT-010","잠원1-6주차장","2917","215614","2021/12/05"
"PLT-006","광나루3주차장","642","46082","2021/12/05"
"PLT-004","이촌1주차장","73","3363","2021/12/05"
"PLT-003","망원1주차장","324","20520","2021/12/05"
"PLT-001","강서1주차장","277","16325","2021/12/05"
"PLT-006","광나루1,2주차장","541","66171","2021/12/05"
"PLT-007","양화1주차장","337","15994","2021/12/05"
"PLT-005","뚝섬4주차장","657","45913","2021/12/05"
"PLT-007","양화2주차장","44","1498","2021/12/04"
"PLT-006","광나루1,2주차장","432","44815","2021/12/04"
"PLT-004","이촌3,4주차장","1204","77173","2021/12/04"
"PLT-005","뚝섬4주차장","565","37212","2021/12/04"
"PLT-003","망원1주차장","323","24425","2021/12/04"
"PLT-001","강서1주차장","219","12154","2021/12/04"
"PLT-007","양화1주차장","307","13032","2021/12/04"
"PLT-007","양화3,4,5주차장","737","47174","2021/12/04"
"PLT-005","뚝섬3주차장","370","23588","2021/12/04"
"PLT-010","잠원1-6주차장","2354","178106","2021/12/04"
"PLT-008","여의도1주차장","2002","172828","2021/12/04"
"PLT-008","여의도2주차장","708","54693","2021/12/04"
"PLT-008","여의도4주차장","43","3614","2021/12/04"
"PLT-003","망원2,3주차장","1155","94468","2021/12/04"
"PLT-005","뚝섬1주차장","290","16290","2021/12/04"
"PLT-008","여의도5주차장","242","36314","2021/12/04"
"PLT-002","난지1,2,3주차장","1686","101271","2021/12/04"
"PLT-008","여의도3주차장","448","45449","2021/12/04"
"PLT-011","잠실1,2,3,4주차장","2363","185494","2021/12/04"
"PLT-005","뚝섬2주차장","642","58531","2021/12/04"
"PLT-004","이촌1주차장","65","2494","2021/12/04"
"PLT-009","반포1주차장","754","32165","2021/12/04"
"PLT-004","이촌2주차장","336","22208","2021/12/04"
"PLT-009","반포2,3주차장","2890","197987","2021/12/04"
"PLT-006","광나루3주차장","512","29408","2021/12/04"
"PLT-003","망원1주차장","196","19299","2021/12/03"
"PLT-008","여의도5주차장","327","117061","2021/12/03"
"PLT-011","잠실1,2,3,4주차장","2774","138888","2021/12/03"
"PLT-009","반포1주차장","576","23324","2021/12/03"
"PLT-008","여의도1주차장","1597","281447","2021/12/03"
"PLT-003","망원2,3주차장","694","62868","2021/12/03"
"PLT-005","뚝섬3주차장","225","15499","2021/12/03"
"PLT-005","뚝섬2주차장","483","63319","2021/12/03"
"PLT-004","이촌2주차장","216","12479","2021/12/03"
"PLT-008","여의도3주차장","902","306932","2021/12/03"
"PLT-009","반포2,3주차장","1829","152110","2021/12/03"
"PLT-002","난지1,2,3주차장","1380","73290","2021/12/03"
"PLT-007","양화2주차장","39","2314","2021/12/03"
"PLT-006","광나루3주차장","580","21890","2021/12/03"
"PLT-007","양화1주차장","360","24462","2021/12/03"
"PLT-010","잠원1-6주차장","1605","169217","2021/12/03"
"PLT-007","양화3,4,5주차장","533","38013","2021/12/03"
"PLT-005","뚝섬4주차장","375","34897","2021/12/03"
"PLT-006","광나루1,2주차장","256","29847","2021/12/03"
"PLT-004","이촌1주차장","56","5645","2021/12/03"
"PLT-005","뚝섬1주차장","189","11514","2021/12/03"
"PLT-004","이촌3,4주차장","716","55695","2021/12/03"
"PLT-008","여의도4주차장","197","58674","2021/12/03"
"PLT-001","강서1주차장","94","5023","2021/12/03"
"PLT-008","여의도2주차장","525","137982","2021/12/03"
"PLT-011","잠실1,2,3,4주차장","2786","137837","2021/12/02"
"PLT-007","양화1주차장","262","26890","2021/12/02"
"PLT-002","난지1,2,3주차장","1180","64841","2021/12/02"
"PLT-008","여의도4주차장","207","66719","2021/12/02"
"PLT-004","이촌1주차장","42","4561","2021/12/02"
"PLT-005","뚝섬4주차장","354","35750","2021/12/02"
"PLT-005","뚝섬3주차장","183","15172","2021/12/02"
"PLT-009","반포2,3주차장","1532","130778","2021/12/02"
"PLT-001","강서1주차장","107","5284","2021/12/02"
"PLT-008","여의도3주차장","960","356407","2021/12/02"
"PLT-006","광나루3주차장","618","24003","2021/12/02"
"PLT-006","광나루1,2주차장","269","30610","2021/12/02"
"PLT-008","여의도1주차장","1501","302430","2021/12/02"
"PLT-003","망원2,3주차장","565","54244","2021/12/02"
"PLT-003","망원1주차장","192","17914","2021/12/02"
"PLT-008","여의도5주차장","432","124656","2021/12/02"
"PLT-005","뚝섬1주차장","203","12141","2021/12/02"
"PLT-009","반포1주차장","486","23177","2021/12/02"
"PLT-004","이촌3,4주차장","613","53979","2021/12/02"
"PLT-004","이촌2주차장","178","13125","2021/12/02"
"PLT-007","양화3,4,5주차장","495","42851","2021/12/02"
"PLT-010","잠원1-6주차장","1542","189369","2021/12/02"
"PLT-007","양화2주차장","21","2787","2021/12/02"
"PLT-008","여의도2주차장","549","139866","2021/12/02"
"PLT-005","뚝섬2주차장","207","9045","2021/12/02"
"PLT-004","이촌1주차장","46","4766","2021/12/01"
"PLT-001","강서1주차장","104","4472","2021/12/01"
"PLT-006","광나루1,2주차장","294","27525","2021/12/01"
"PLT-008","여의도3주차장","970","363678","2021/12/01"
"PLT-005","뚝섬1주차장","170","7494","2021/12/01"
"PLT-004","이촌2주차장","179","9930","2021/12/01"
"PLT-004","이촌3,4주차장","744","60316","2021/12/01"
"PLT-008","여의도2주차장","486","138689","2021/12/01"
"PLT-006","광나루3주차장","628","18994","2021/12/01"
"PLT-002","난지1,2,3주차장","1220","61587","2021/12/01"
"PLT-011","잠실1,2,3,4주차장","2930","132742","2021/12/01"
"PLT-008","여의도1주차장","1446","298615","2021/12/01"
"PLT-003","망원1주차장","218","20842","2021/12/01"
"PLT-010","잠원1-6주차장","1601","179412","2021/12/01"
"PLT-005","뚝섬3주차장","170","11799","2021/12/01"
"PLT-008","여의도4주차장","223","64319","2021/12/01"
"PLT-008","여의도5주차장","311","122864","2021/12/01"
"PLT-007","양화3,4,5주차장","443","35051","2021/12/01"
"PLT-003","망원2,3주차장","598","54238","2021/12/01"
"PLT-005","뚝섬4주차장","342","30446","2021/12/01"
"PLT-007","양화1주차장","325","28104","2021/12/01"
"PLT-009","반포1주차장","428","20575","2021/12/01"
"PLT-007","양화2주차장","38","4220","2021/12/01"
"PLT-009","반포2,3주차장","1648","111159","2021/12/01"
"PLT-005","뚝섬1주차장","111","4143","2021/11/30"
"PLT-006","광나루1,2주차장","189","25734","2021/11/30"
"PLT-003","망원2,3주차장","575","52312","2021/11/30"
"PLT-008","여의도3주차장","882","342865","2021/11/30"
"PLT-006","광나루3주차장","643","20993","2021/11/30"
"PLT-002","난지1,2,3주차장","1055","52011","2021/11/30"
"PLT-009","반포2,3주차장","1443","98011","2021/11/30"
"PLT-005","뚝섬4주차장","311","33416","2021/11/30"
"PLT-005","뚝섬3주차장","171","14014","2021/11/30"
"PLT-008","여의도1주차장","1270","276986","2021/11/30"
"PLT-001","강서1주차장","86","4943","2021/11/30"
"PLT-011","잠실1,2,3,4주차장","2979","115820","2021/11/30"
"PLT-004","이촌3,4주차장","529","44512","2021/11/30"
"PLT-010","잠원1-6주차장","1308","140783","2021/11/30"
"PLT-009","반포1주차장","421","19818","2021/11/30"
"PLT-004","이촌2주차장","126","6150","2021/11/30"
"PLT-008","여의도5주차장","378","131224","2021/11/30"
"PLT-007","양화3,4,5주차장","501","37237","2021/11/30"
"PLT-007","양화1주차장","246","24356","2021/11/30"
"PLT-004","이촌1주차장","46","3819","2021/11/30"
"PLT-003","망원1주차장","183","19587","2021/11/30"
"PLT-007","양화2주차장","30","1546","2021/11/30"
"PLT-008","여의도2주차장","460","125799","2021/11/30"
"PLT-008","여의도4주차장","217","59703","2021/11/30"
"PLT-005","뚝섬1주차장","196","11472","2021/11/29"
"PLT-003","망원2,3주차장","711","70156","2021/11/29"
"PLT-007","양화2주차장","38","3458","2021/11/29"
"PLT-007","양화3,4,5주차장","615","49192","2021/11/29"
"PLT-009","반포1주차장","509","25129","2021/11/29"
"PLT-005","뚝섬2주차장","92","966","2021/11/29"
"PLT-004","이촌3,4주차장","678","60476","2021/11/29"
"PLT-004","이촌2주차장","236","14749","2021/11/29"
"PLT-008","여의도3주차장","1015","391825","2021/11/29"
"PLT-008","여의도2주차장","655","151810","2021/11/29"
"PLT-010","잠원1-6주차장","1940","206249","2021/11/29"
"PLT-006","광나루3주차장","916","31535","2021/11/29"
"PLT-001","강서1주차장","125","9610","2021/11/29"
"PLT-011","잠실1,2,3,4주차장","3043","150636","2021/11/29"
"PLT-009","반포2,3주차장","1723","130456","2021/11/29"
"PLT-002","난지1,2,3주차장","1315","67829","2021/11/29"
"PLT-005","뚝섬4주차장","418","36481","2021/11/29"
"PLT-005","뚝섬3주차장","222","13692","2021/11/29"
"PLT-006","광나루1,2주차장","326","38971","2021/11/29"
"PLT-004","이촌1주차장","52","4613","2021/11/29"
"PLT-007","양화1주차장","330","32759","2021/11/29"
"PLT-008","여의도5주차장","365","132312","2021/11/29"
"PLT-008","여의도4주차장","240","76828","2021/11/29"
"PLT-003","망원1주차장","206","20586","2021/11/29"
"PLT-008","여의도1주차장","1552","295042","2021/11/29"
"PLT-005","뚝섬1주차장","260","16403","2021/11/28"
"PLT-005","뚝섬3주차장","464","33618","2021/11/28"
"PLT-008","여의도5주차장","115","13742","2021/11/28"
"PLT-007","양화3,4,5주차장","990","76714","2021/11/28"
"PLT-006","광나루3주차장","693","49162","2021/11/28"
"PLT-008","여의도2주차장","950","77352","2021/11/28"
"PLT-005","뚝섬4주차장","675","54534","2021/11/28"
"PLT-007","양화2주차장","79","3990","2021/11/28"
"PLT-010","잠원1-6주차장","2748","209447","2021/11/28"
"PLT-007","양화1주차장","327","21305","2021/11/28"
"PLT-008","여의도4주차장","37","2563","2021/11/28"
"PLT-003","망원1주차장","332","24016","2021/11/28"
"PLT-009","반포1주차장","962","51310","2021/11/28"
"PLT-003","망원2,3주차장","1331","126597","2021/11/28"
"PLT-008","여의도3주차장","836","95254","2021/11/28"
"PLT-011","잠실1,2,3,4주차장","2008","140198","2021/11/28"
"PLT-004","이촌1주차장","83","6055","2021/11/28"
"PLT-009","반포2,3주차장","2823","195990","2021/11/28"
"PLT-008","여의도1주차장","2376","193932","2021/11/28"
"PLT-004","이촌3,4주차장","1266","84876","2021/11/28"
"PLT-001","강서1주차장","323","21608","2021/11/28"
"PLT-002","난지1,2,3주차장","1717","130519","2021/11/28"
"PLT-005","뚝섬2주차장","783","78572","2021/11/28"
"PLT-006","광나루1,2주차장","496","57496","2021/11/28"
"PLT-004","이촌2주차장","370","29526","2021/11/28"
"PLT-008","여의도5주차장","179","35840","2021/11/27"
"PLT-001","강서1주차장","225","14074","2021/11/27"
"PLT-011","잠실1,2,3,4주차장","2140","147851","2021/11/27"
"PLT-002","난지1,2,3주차장","1827","101077","2021/11/27"
"PLT-004","이촌1주차장","90","10471","2021/11/27"
"PLT-004","이촌3,4주차장","1455","93881","2021/11/27"
"PLT-003","망원2,3주차장","1138","100393","2021/11/27"
"PLT-005","뚝섬1주차장","288","14540","2021/11/27"
"PLT-005","뚝섬2주차장","684","66385","2021/11/27"
"PLT-008","여의도1주차장","2357","210580","2021/11/27"
"PLT-009","반포2,3주차장","2846","193001","2021/11/27"
"PLT-007","양화3,4,5주차장","819","51068","2021/11/27"
"PLT-006","광나루1,2주차장","408","42538","2021/11/27"
"PLT-004","이촌2주차장","368","26360","2021/11/27"
"PLT-007","양화1주차장","342","23943","2021/11/27"
"PLT-009","반포1주차장","889","34123","2021/11/27"
"PLT-006","광나루3주차장","550","31531","2021/11/27"
"PLT-008","여의도3주차장","466","45103","2021/11/27"
"PLT-008","여의도4주차장","49","4924","2021/11/27"
"PLT-010","잠원1-6주차장","2427","195522","2021/11/27"
"PLT-005","뚝섬4주차장","572","39388","2021/11/27"
"PLT-007","양화2주차장","63","3314","2021/11/27"
"PLT-005","뚝섬3주차장","373","26241","2021/11/27"
"PLT-008","여의도2주차장","790","70022","2021/11/27"
"PLT-003","망원1주차장","292","20275","2021/11/27"
"PLT-007","양화3,4,5주차장","632","45392","2021/11/26"
"PLT-004","이촌1주차장","55","5430","2021/11/26"
"PLT-008","여의도3주차장","997","317004","2021/11/26"
"PLT-008","여의도4주차장","190","55455","2021/11/26"
"PLT-010","잠원1-6주차장","1730","181524","2021/11/26"
"PLT-004","이촌2주차장","233","15129","2021/11/26"
"PLT-005","뚝섬4주차장","428","36813","2021/11/26"
"PLT-008","여의도2주차장","644","140589","2021/11/26"
"PLT-007","양화1주차장","307","27500","2021/11/26"
"PLT-008","여의도1주차장","1678","255233","2021/11/26"
"PLT-002","난지1,2,3주차장","1512","72757","2021/11/26"
"PLT-006","광나루3주차장","696","28775","2021/11/26"
"PLT-009","반포2,3주차장","1820","128498","2021/11/26"
"PLT-005","뚝섬1주차장","167","11331","2021/11/26"
"PLT-003","망원2,3주차장","649","59593","2021/11/26"
"PLT-004","이촌3,4주차장","893","62249","2021/11/26"
"PLT-003","망원1주차장","221","22031","2021/11/26"
"PLT-001","강서1주차장","139","8026","2021/11/26"
"PLT-009","반포1주차장","590","24237","2021/11/26"
"PLT-007","양화2주차장","41","3100","2021/11/26"
"PLT-006","광나루1,2주차장","281","27468","2021/11/26"
"PLT-005","뚝섬3주차장","238","16157","2021/11/26"
"PLT-005","뚝섬2주차장","553","69899","2021/11/26"
"PLT-008","여의도5주차장","368","116626","2021/11/26"
"PLT-011","잠실1,2,3,4주차장","3040","147357","2021/11/26"
"PLT-009","반포1주차장","493","23493","2021/11/25"
"PLT-010","잠원1-6주차장","1778","185589","2021/11/25"
"PLT-008","여의도4주차장","57","9677","2021/11/25"
"PLT-004","이촌3,4주차장","665","52557","2021/11/25"
"PLT-001","강서1주차장","155","9356","2021/11/25"
"PLT-009","반포2,3주차장","1737","134809","2021/11/25"
"PLT-008","여의도1주차장","1577","291884","2021/11/25"
"PLT-006","광나루1,2주차장","300","31683","2021/11/25"
"PLT-005","뚝섬3주차장","176","14586","2021/11/25"
"PLT-011","잠실1,2,3,4주차장","2999","136285","2021/11/25"
"PLT-005","뚝섬2주차장","550","75121","2021/11/25"
"PLT-008","여의도2주차장","639","152181","2021/11/25"
"PLT-004","이촌2주차장","227","16271","2021/11/25"
"PLT-002","난지1,2,3주차장","1362","71484","2021/11/25"
"PLT-008","여의도3주차장","1037","348904","2021/11/25"
"PLT-005","뚝섬1주차장","221","17939","2021/11/25"
"PLT-003","망원2,3주차장","681","63572","2021/11/25"
"PLT-008","여의도5주차장","420","121896","2021/11/25"
"PLT-007","양화2주차장","47","4415","2021/11/25"
"PLT-006","광나루3주차장","668","29887","2021/11/25"
"PLT-007","양화3,4,5주차장","548","40560","2021/11/25"
"PLT-005","뚝섬4주차장","390","33786","2021/11/25"
"PLT-003","망원1주차장","220","22513","2021/11/25"
"PLT-007","양화1주차장","276","30718","2021/11/25"
"PLT-004","이촌1주차장","79","5545","2021/11/25"
"PLT-008","여의도4주차장","163","1153","2021/11/24"
"PLT-008","여의도3주차장","1070","366964","2021/11/24"
"PLT-005","뚝섬4주차장","390","37481","2021/11/24"
"PLT-002","난지1,2,3주차장","1364","72024","2021/11/24"
"PLT-005","뚝섬1주차장","113","6783","2021/11/24"
"PLT-009","반포1주차장","514","21727","2021/11/24"
"PLT-008","여의도2주차장","610","155627","2021/11/24"
"PLT-006","광나루1,2주차장","301","35552","2021/11/24"
"PLT-009","반포2,3주차장","1657","131494","2021/11/24"
"PLT-001","강서1주차장","131","9392","2021/11/24"
"PLT-003","망원2,3주차장","602","59616","2021/11/24"
"PLT-008","여의도5주차장","324","118833","2021/11/24"
"PLT-007","양화3,4,5주차장","497","44269","2021/11/24"
"PLT-004","이촌3,4주차장","765","59171","2021/11/24"
"PLT-003","망원1주차장","232","23896","2021/11/24"
"PLT-008","여의도1주차장","1549","283885","2021/11/24"
"PLT-007","양화1주차장","255","26052","2021/11/24"
"PLT-005","뚝섬3주차장","174","11086","2021/11/24"
"PLT-004","이촌2주차장","221","16291","2021/11/24"
"PLT-005","뚝섬2주차장","481","62973","2021/11/24"
"PLT-011","잠실1,2,3,4주차장","2859","166231","2021/11/24"
"PLT-010","잠원1-6주차장","1662","177171","2021/11/24"
"PLT-006","광나루3주차장","675","30246","2021/11/24"
"PLT-004","이촌1주차장","56","6522","2021/11/24"
"PLT-007","양화2주차장","48","3955","2021/11/24"
"PLT-008","여의도5주차장","356","124181","2021/11/23"
"PLT-004","이촌2주차장","196","12629","2021/11/23"
"PLT-004","이촌1주차장","58","4097","2021/11/23"
"PLT-006","광나루1,2주차장","266","32663","2021/11/23"
"PLT-011","잠실1,2,3,4주차장","2969","150396","2021/11/23"
"PLT-006","광나루3주차장","667","27436","2021/11/23"
"PLT-007","양화3,4,5주차장","428","36898","2021/11/23"
"PLT-008","여의도3주차장","931","339767","2021/11/23"
"PLT-005","뚝섬4주차장","343","36220","2021/11/23"
"PLT-003","망원1주차장","228","20703","2021/11/23"
"PLT-008","여의도1주차장","1414","278759","2021/11/23"
"PLT-010","잠원1-6주차장","1536","176042","2021/11/23"
"PLT-008","여의도4주차장","216","69447","2021/11/23"
"PLT-009","반포2,3주차장","1372","107574","2021/11/23"
"PLT-008","여의도2주차장","522","146584","2021/11/23"
"PLT-005","뚝섬2주차장","407","63244","2021/11/23"
"PLT-007","양화2주차장","44","3971","2021/11/23"
"PLT-003","망원2,3주차장","554","59253","2021/11/23"
"PLT-001","강서1주차장","102","4667","2021/11/23"
"PLT-004","이촌3,4주차장","665","51182","2021/11/23"
"PLT-002","난지1,2,3주차장","1376","64683","2021/11/23"
"PLT-007","양화1주차장","399","36814","2021/11/23"
"PLT-009","반포1주차장","432","21585","2021/11/23"
"PLT-004","이촌1주차장","50","4421","2021/11/22"
"PLT-009","반포2,3주차장","1478","108940","2021/11/22"
"PLT-002","난지1,2,3주차장","1494","65257","2021/11/22"
"PLT-004","이촌3,4주차장","672","57494","2021/11/22"
"PLT-008","여의도1주차장","1427","276159","2021/11/22"
"PLT-008","여의도4주차장","235","76268","2021/11/22"
"PLT-003","망원1주차장","187","19547","2021/11/22"
"PLT-007","양화2주차장","37","3698","2021/11/22"
"PLT-004","이촌2주차장","176","11098","2021/11/22"
"PLT-006","광나루3주차장","692","30301","2021/11/22"
"PLT-009","반포1주차장","452","20292","2021/11/22"
"PLT-008","여의도2주차장","490","135842","2021/11/22"
"PLT-008","여의도5주차장","378","125581","2021/11/22"
"PLT-006","광나루1,2주차장","281","27911","2021/11/22"
"PLT-005","뚝섬4주차장","329","37672","2021/11/22"
"PLT-003","망원2,3주차장","564","56961","2021/11/22"
"PLT-008","여의도3주차장","1002","387897","2021/11/22"
"PLT-001","강서1주차장","112","6387","2021/11/22"
"PLT-011","잠실1,2,3,4주차장","2359","133887","2021/11/22"
"PLT-005","뚝섬1주차장","32","1040","2021/11/22"
"PLT-005","뚝섬2주차장","486","67050","2021/11/22"
"PLT-010","잠원1-6주차장","1698","202864","2021/11/22"
"PLT-007","양화1주차장","309","25363","2021/11/22"
"PLT-005","뚝섬3주차장","50","595","2021/11/22"
"PLT-007","양화3,4,5주차장","482","39702","2021/11/22"
"PLT-008","여의도3주차장","767","100220","2021/11/21"
"PLT-008","여의도2주차장","779","73885","2021/11/21"
"PLT-008","여의도1주차장","1834","154266","2021/11/21"
"PLT-003","망원2,3주차장","1101","106886","2021/11/21"
"PLT-001","강서1주차장","227","14922","2021/11/21"
"PLT-004","이촌2주차장","271","23020","2021/11/21"
"PLT-008","여의도4주차장","37","4256","2021/11/21"
"PLT-008","여의도5주차장","112","12046","2021/11/21"
"PLT-004","이촌1주차장","68","3332","2021/11/21"
"PLT-004","이촌3,4주차장","924","61084","2021/11/21"
"PLT-007","양화1주차장","265","12409","2021/11/21"
"PLT-003","망원1주차장","289","19839","2021/11/21"
"PLT-005","뚝섬3주차장","298","21616","2021/11/21"
"PLT-010","잠원1-6주차장","2235","166807","2021/11/21"
"PLT-006","광나루1,2주차장","490","73411","2021/11/21"
"PLT-002","난지1,2,3주차장","1313","93938","2021/11/21"
"PLT-011","잠실1,2,3,4주차장","2352","111144","2021/11/21"
"PLT-006","광나루3주차장","664","48069","2021/11/21"
"PLT-009","반포1주차장","800","34330","2021/11/21"
"PLT-007","양화3,4,5주차장","792","46644","2021/11/21"
"PLT-009","반포2,3주차장","2655","204207","2021/11/21"
"PLT-005","뚝섬4주차장","539","39639","2021/11/21"
"PLT-007","양화2주차장","54","2714","2021/11/21"
"PLT-005","뚝섬1주차장","195","18812","2021/11/21"
"PLT-005","뚝섬2주차장","631","72886","2021/11/21"
"PLT-008","여의도4주차장","55","10194","2021/11/20"
"PLT-005","뚝섬3주차장","416","40564","2021/11/20"
"PLT-005","뚝섬1주차장","228","18681","2021/11/20"
"PLT-011","잠실1,2,3,4주차장","2252","149632","2021/11/20"
"PLT-006","광나루1,2주차장","440","64024","2021/11/20"
"PLT-003","망원1주차장","325","22968","2021/11/20"
"PLT-010","잠원1-6주차장","2539","190605","2021/11/20"
"PLT-007","양화2주차장","57","3327","2021/11/20"
"PLT-008","여의도1주차장","2496","225292","2021/11/20"
"PLT-002","난지1,2,3주차장","1852","103653","2021/11/20"
"PLT-007","양화1주차장","286","17201","2021/11/20"
"PLT-005","뚝섬4주차장","674","58595","2021/11/20"
"PLT-009","반포2,3주차장","3219","251747","2021/11/20"
"PLT-006","광나루3주차장","714","43173","2021/11/20"
"PLT-009","반포1주차장","959","39414","2021/11/20"
"PLT-005","뚝섬2주차장","777","74566","2021/11/20"
"PLT-003","망원2,3주차장","1118","101804","2021/11/20"
"PLT-004","이촌2주차장","283","23863","2021/11/20"
"PLT-001","강서1주차장","221","17127","2021/11/20"
"PLT-008","여의도2주차장","999","93860","2021/11/20"
"PLT-004","이촌3,4주차장","1176","72544","2021/11/20"
"PLT-007","양화3,4,5주차장","849","58498","2021/11/20"
"PLT-008","여의도5주차장","172","32163","2021/11/20"
"PLT-004","이촌1주차장","80","5178","2021/11/20"
"PLT-008","여의도3주차장","510","50797","2021/11/20"
"PLT-008","여의도4주차장","220","66767","2021/11/19"
"PLT-005","뚝섬4주차장","476","40791","2021/11/19"
"PLT-004","이촌3,4주차장","832","55505","2021/11/19"
"PLT-005","뚝섬3주차장","243","17718","2021/11/19"
"PLT-008","여의도5주차장","306","112172","2021/11/19"
