"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-007","양화3,4,5주차장","721","46721","2021/11/19"
"PLT-007","양화2주차장","47","5567","2021/11/19"
"PLT-011","잠실1,2,3,4주차장","2943","196530","2021/11/19"
"PLT-006","광나루3주차장","338","12149","2021/11/19"
"PLT-004","이촌2주차장","258","14601","2021/11/19"
"PLT-005","뚝섬1주차장","179","14360","2021/11/19"
"PLT-009","반포1주차장","656","29733","2021/11/19"
"PLT-007","양화1주차장","300","26199","2021/11/19"
"PLT-003","망원1주차장","298","24181","2021/11/19"
"PLT-008","여의도3주차장","1017","329065","2021/11/19"
"PLT-008","여의도2주차장","837","159488","2021/11/19"
"PLT-010","잠원1-6주차장","2108","199886","2021/11/19"
"PLT-005","뚝섬2주차장","599","69930","2021/11/19"
"PLT-003","망원2,3주차장","792","78021","2021/11/19"
"PLT-008","여의도1주차장","2029","293114","2021/11/19"
"PLT-006","광나루1,2주차장","350","39551","2021/11/19"
"PLT-004","이촌1주차장","59","4676","2021/11/19"
"PLT-001","강서1주차장","162","9994","2021/11/19"
"PLT-002","난지1,2,3주차장","1851","77919","2021/11/19"
"PLT-009","반포2,3주차장","2155","161916","2021/11/19"
"PLT-007","양화1주차장","265","26534","2021/11/18"
"PLT-001","강서1주차장","147","11818","2021/11/18"
"PLT-005","뚝섬4주차장","466","46682","2021/11/18"
"PLT-008","여의도3주차장","1058","363007","2021/11/18"
"PLT-008","여의도4주차장","212","63901","2021/11/18"
"PLT-008","여의도5주차장","363","115232","2021/11/18"
"PLT-002","난지1,2,3주차장","1401","69878","2021/11/18"
"PLT-008","여의도1주차장","1815","299206","2021/11/18"
"PLT-003","망원2,3주차장","716","69678","2021/11/18"
"PLT-009","반포2,3주차장","1953","165720","2021/11/18"
"PLT-004","이촌1주차장","57","3742","2021/11/18"
"PLT-006","광나루1,2주차장","295","27079","2021/11/18"
"PLT-003","망원1주차장","273","23469","2021/11/18"
"PLT-005","뚝섬3주차장","210","18401","2021/11/18"
"PLT-007","양화2주차장","35","4327","2021/11/18"
"PLT-004","이촌2주차장","263","20027","2021/11/18"
"PLT-009","반포1주차장","576","29129","2021/11/18"
"PLT-010","잠원1-6주차장","2291","223944","2021/11/18"
"PLT-005","뚝섬2주차장","509","69561","2021/11/18"
"PLT-005","뚝섬1주차장","150","10292","2021/11/18"
"PLT-004","이촌3,4주차장","638","53339","2021/11/18"
"PLT-011","잠실1,2,3,4주차장","2935","141278","2021/11/18"
"PLT-008","여의도2주차장","731","152016","2021/11/18"
"PLT-007","양화3,4,5주차장","639","44804","2021/11/18"
"PLT-007","양화2주차장","53","6348","2021/11/17"
"PLT-010","잠원1-6주차장","2022","216503","2021/11/17"
"PLT-004","이촌1주차장","61","4347","2021/11/17"
"PLT-007","양화3,4,5주차장","683","60790","2021/11/17"
"PLT-008","여의도3주차장","1093","363456","2021/11/17"
"PLT-009","반포1주차장","597","32932","2021/11/17"
"PLT-002","난지1,2,3주차장","1653","89231","2021/11/17"
"PLT-005","뚝섬4주차장","440","44108","2021/11/17"
"PLT-005","뚝섬2주차장","555","71357","2021/11/17"
"PLT-007","양화1주차장","286","28370","2021/11/17"
"PLT-011","잠실1,2,3,4주차장","2983","163956","2021/11/17"
"PLT-009","반포2,3주차장","1886","164625","2021/11/17"
"PLT-005","뚝섬3주차장","206","16293","2021/11/17"
"PLT-001","강서1주차장","130","12047","2021/11/17"
"PLT-008","여의도5주차장","335","118479","2021/11/17"
"PLT-008","여의도4주차장","238","64369","2021/11/17"
"PLT-008","여의도1주차장","1731","310111","2021/11/17"
"PLT-006","광나루1,2주차장","335","39342","2021/11/17"
"PLT-005","뚝섬1주차장","136","9874","2021/11/17"
"PLT-008","여의도2주차장","706","155707","2021/11/17"
"PLT-004","이촌2주차장","239","20692","2021/11/17"
"PLT-003","망원2,3주차장","655","59468","2021/11/17"
"PLT-004","이촌3,4주차장","830","65802","2021/11/17"
"PLT-003","망원1주차장","223","18116","2021/11/17"
"PLT-005","뚝섬2주차장","524","70075","2021/11/16"
"PLT-004","이촌3,4주차장","675","59756","2021/11/16"
"PLT-005","뚝섬4주차장","414","40975","2021/11/16"
"PLT-011","잠실1,2,3,4주차장","2939","139190","2021/11/16"
"PLT-005","뚝섬1주차장","142","10646","2021/11/16"
"PLT-001","강서1주차장","127","9980","2021/11/16"
"PLT-008","여의도1주차장","1823","318145","2021/11/16"
"PLT-008","여의도4주차장","250","81271","2021/11/16"
"PLT-004","이촌1주차장","64","6118","2021/11/16"
"PLT-002","난지1,2,3주차장","1676","78304","2021/11/16"
"PLT-003","망원2,3주차장","695","67206","2021/11/16"
"PLT-007","양화1주차장","307","27426","2021/11/16"
"PLT-008","여의도3주차장","1015","349191","2021/11/16"
"PLT-006","광나루3주차장","417","2359","2021/11/16"
"PLT-009","반포1주차장","555","30675","2021/11/16"
"PLT-010","잠원1-6주차장","1945","199424","2021/11/16"
"PLT-007","양화2주차장","52","4371","2021/11/16"
"PLT-003","망원1주차장","244","23411","2021/11/16"
"PLT-005","뚝섬3주차장","220","19750","2021/11/16"
"PLT-008","여의도5주차장","375","124601","2021/11/16"
"PLT-008","여의도2주차장","708","160070","2021/11/16"
"PLT-004","이촌2주차장","239","16857","2021/11/16"
"PLT-009","반포2,3주차장","1831","128204","2021/11/16"
"PLT-007","양화3,4,5주차장","658","47055","2021/11/16"
"PLT-006","광나루1,2주차장","334","39115","2021/11/16"
"PLT-007","양화1주차장","305","29389","2021/11/15"
"PLT-009","반포2,3주차장","1809","137955","2021/11/15"
"PLT-008","여의도1주차장","1808","302503","2021/11/15"
"PLT-005","뚝섬1주차장","128","7918","2021/11/15"
"PLT-011","잠실1,2,3,4주차장","3068","177665","2021/11/15"
"PLT-008","여의도5주차장","381","125542","2021/11/15"
"PLT-004","이촌1주차장","51","3988","2021/11/15"
"PLT-008","여의도4주차장","222","77179","2021/11/15"
"PLT-010","잠원1-6주차장","1969","212552","2021/11/15"
"PLT-003","망원1주차장","245","20508","2021/11/15"
"PLT-009","반포1주차장","507","30151","2021/11/15"
"PLT-005","뚝섬4주차장","496","47169","2021/11/15"
"PLT-007","양화2주차장","42","3728","2021/11/15"
"PLT-003","망원2,3주차장","630","64361","2021/11/15"
"PLT-004","이촌3,4주차장","729","66268","2021/11/15"
"PLT-006","광나루3주차장","673","28932","2021/11/15"
"PLT-008","여의도3주차장","1088","404871","2021/11/15"
"PLT-006","광나루1,2주차장","327","40114","2021/11/15"
"PLT-004","이촌2주차장","243","18190","2021/11/15"
"PLT-007","양화3,4,5주차장","705","58092","2021/11/15"
"PLT-005","뚝섬2주차장","543","85595","2021/11/15"
"PLT-005","뚝섬3주차장","238","18675","2021/11/15"
"PLT-008","여의도2주차장","739","158145","2021/11/15"
"PLT-002","난지1,2,3주차장","1687","78878","2021/11/15"
"PLT-001","강서1주차장","152","14387","2021/11/15"
"PLT-005","뚝섬3주차장","451","37451","2021/11/14"
"PLT-008","여의도1주차장","2879","247255","2021/11/14"
"PLT-008","여의도4주차장","40","2307","2021/11/14"
"PLT-003","망원1주차장","433","23953","2021/11/14"
"PLT-006","광나루3주차장","734","48176","2021/11/14"
"PLT-007","양화3,4,5주차장","1242","97045","2021/11/14"
"PLT-004","이촌2주차장","365","27782","2021/11/14"
"PLT-008","여의도3주차장","921","103219","2021/11/14"
"PLT-009","반포2,3주차장","3515","257542","2021/11/14"
"PLT-008","여의도2주차장","1232","109495","2021/11/14"
"PLT-007","양화1주차장","319","18283","2021/11/14"
"PLT-007","양화2주차장","91","5267","2021/11/14"
"PLT-010","잠원1-6주차장","3521","291014","2021/11/14"
"PLT-004","이촌1주차장","93","7220","2021/11/14"
"PLT-005","뚝섬1주차장","247","24010","2021/11/14"
"PLT-009","반포1주차장","1077","55720","2021/11/14"
"PLT-006","광나루1,2주차장","559","60512","2021/11/14"
"PLT-005","뚝섬2주차장","827","85152","2021/11/14"
"PLT-004","이촌3,4주차장","1401","99553","2021/11/14"
"PLT-005","뚝섬4주차장","742","58865","2021/11/14"
"PLT-002","난지1,2,3주차장","1967","163581","2021/11/14"
"PLT-001","강서1주차장","350","25173","2021/11/14"
"PLT-008","여의도5주차장","138","14385","2021/11/14"
"PLT-011","잠실1,2,3,4주차장","2264","177657","2021/11/14"
"PLT-003","망원2,3주차장","1466","138738","2021/11/14"
"PLT-004","이촌2주차장","355","27471","2021/11/13"
"PLT-004","이촌1주차장","73","3673","2021/11/13"
"PLT-005","뚝섬3주차장","406","41360","2021/11/13"
"PLT-006","광나루3주차장","653","49011","2021/11/13"
"PLT-011","잠실1,2,3,4주차장","2317","170848","2021/11/13"
"PLT-008","여의도5주차장","164","31432","2021/11/13"
"PLT-009","반포2,3주차장","3642","314917","2021/11/13"
"PLT-007","양화1주차장","300","21586","2021/11/13"
"PLT-001","강서1주차장","238","19599","2021/11/13"
"PLT-007","양화3,4,5주차장","1015","75215","2021/11/13"
"PLT-005","뚝섬2주차장","775","79383","2021/11/13"
"PLT-004","이촌3,4주차장","1579","112884","2021/11/13"
"PLT-003","망원2,3주차장","1150","108012","2021/11/13"
"PLT-007","양화2주차장","86","5602","2021/11/13"
"PLT-009","반포1주차장","978","42177","2021/11/13"
"PLT-008","여의도1주차장","2722","267413","2021/11/13"
"PLT-003","망원1주차장","405","28082","2021/11/13"
"PLT-008","여의도3주차장","566","54579","2021/11/13"
"PLT-005","뚝섬4주차장","683","55162","2021/11/13"
"PLT-002","난지1,2,3주차장","1986","129415","2021/11/13"
"PLT-008","여의도2주차장","1145","100914","2021/11/13"
"PLT-006","광나루1,2주차장","449","47719","2021/11/13"
"PLT-010","잠원1-6주차장","3038","222816","2021/11/13"
"PLT-008","여의도4주차장","50","4600","2021/11/13"
"PLT-005","뚝섬1주차장","256","21865","2021/11/13"
"PLT-007","양화1주차장","338","33991","2021/11/12"
"PLT-002","난지1,2,3주차장","1756","77580","2021/11/12"
"PLT-008","여의도4주차장","209","66541","2021/11/12"
"PLT-005","뚝섬3주차장","231","16076","2021/11/12"
"PLT-003","망원2,3주차장","723","68605","2021/11/12"
"PLT-004","이촌2주차장","261","20276","2021/11/12"
"PLT-001","강서1주차장","156","12567","2021/11/12"
"PLT-008","여의도1주차장","1815","284310","2021/11/12"
"PLT-003","망원1주차장","211","18275","2021/11/12"
"PLT-005","뚝섬1주차장","174","14238","2021/11/12"
"PLT-004","이촌3,4주차장","966","66892","2021/11/12"
"PLT-011","잠실1,2,3,4주차장","2918","140349","2021/11/12"
"PLT-006","광나루1,2주차장","316","35597","2021/11/12"
"PLT-009","반포1주차장","671","32628","2021/11/12"
"PLT-006","광나루3주차장","606","35269","2021/11/12"
"PLT-004","이촌1주차장","76","5715","2021/11/12"
"PLT-008","여의도5주차장","320","108264","2021/11/12"
"PLT-009","반포2,3주차장","2084","170217","2021/11/12"
"PLT-008","여의도2주차장","645","141333","2021/11/12"
"PLT-008","여의도3주차장","899","306634","2021/11/12"
"PLT-005","뚝섬4주차장","432","35195","2021/11/12"
"PLT-005","뚝섬2주차장","532","64529","2021/11/12"
"PLT-010","잠원1-6주차장","1848","189539","2021/11/12"
"PLT-007","양화3,4,5주차장","592","50898","2021/11/12"
"PLT-007","양화2주차장","62","5116","2021/11/12"
"PLT-008","여의도1주차장","1707","293084","2021/11/11"
"PLT-010","잠원1-6주차장","1934","203935","2021/11/11"
"PLT-007","양화2주차장","48","7002","2021/11/11"
"PLT-008","여의도5주차장","352","117556","2021/11/11"
"PLT-005","뚝섬2주차장","465","61218","2021/11/11"
"PLT-004","이촌3,4주차장","736","58263","2021/11/11"
"PLT-003","망원2,3주차장","703","67664","2021/11/11"
"PLT-001","강서1주차장","150","9856","2021/11/11"
"PLT-005","뚝섬1주차장","154","13607","2021/11/11"
"PLT-011","잠실1,2,3,4주차장","3209","169931","2021/11/11"
"PLT-009","반포2,3주차장","1745","133587","2021/11/11"
"PLT-002","난지1,2,3주차장","1684","73062","2021/11/11"
"PLT-004","이촌2주차장","231","14870","2021/11/11"
"PLT-008","여의도4주차장","191","63828","2021/11/11"
"PLT-005","뚝섬4주차장","462","43586","2021/11/11"
"PLT-006","광나루1,2주차장","326","40299","2021/11/11"
"PLT-007","양화1주차장","326","26810","2021/11/11"
"PLT-007","양화3,4,5주차장","602","44011","2021/11/11"
"PLT-006","광나루3주차장","715","36983","2021/11/11"
"PLT-003","망원1주차장","215","23775","2021/11/11"
"PLT-009","반포1주차장","537","28152","2021/11/11"
"PLT-008","여의도2주차장","530","125892","2021/11/11"
"PLT-004","이촌1주차장","58","5747","2021/11/11"
"PLT-005","뚝섬3주차장","213","18512","2021/11/11"
"PLT-008","여의도3주차장","1001","364008","2021/11/11"
"PLT-009","반포1주차장","495","26921","2021/11/10"
"PLT-004","이촌2주차장","229","14320","2021/11/10"
"PLT-006","광나루1,2주차장","286","36079","2021/11/10"
"PLT-009","반포2,3주차장","1480","107089","2021/11/10"
"PLT-008","여의도4주차장","221","68021","2021/11/10"
"PLT-008","여의도5주차장","406","124295","2021/11/10"
"PLT-007","양화2주차장","57","5802","2021/11/10"
"PLT-004","이촌1주차장","56","5328","2021/11/10"
"PLT-008","여의도3주차장","1046","359357","2021/11/10"
"PLT-005","뚝섬1주차장","146","13223","2021/11/10"
"PLT-005","뚝섬2주차장","477","64008","2021/11/10"
"PLT-008","여의도2주차장","533","139946","2021/11/10"
"PLT-010","잠원1-6주차장","1767","197114","2021/11/10"
"PLT-003","망원2,3주차장","587","58519","2021/11/10"
"PLT-011","잠실1,2,3,4주차장","3131","144777","2021/11/10"
"PLT-006","광나루3주차장","703","37228","2021/11/10"
"PLT-005","뚝섬4주차장","372","36074","2021/11/10"
"PLT-008","여의도1주차장","1479","280470","2021/11/10"
"PLT-007","양화3,4,5주차장","557","52385","2021/11/10"
"PLT-001","강서1주차장","143","12283","2021/11/10"
"PLT-007","양화1주차장","362","32665","2021/11/10"
"PLT-002","난지1,2,3주차장","1681","84041","2021/11/10"
"PLT-004","이촌3,4주차장","764","62706","2021/11/10"
"PLT-003","망원1주차장","225","20896","2021/11/10"
"PLT-005","뚝섬3주차장","170","14765","2021/11/10"
"PLT-008","여의도5주차장","380","124355","2021/11/09"
"PLT-001","강서1주차장","107","5281","2021/11/09"
"PLT-005","뚝섬1주차장","88","7359","2021/11/09"
"PLT-008","여의도1주차장","1249","270366","2021/11/09"
"PLT-008","여의도4주차장","227","69688","2021/11/09"
"PLT-007","양화2주차장","40","4029","2021/11/09"
"PLT-007","양화3,4,5주차장","415","37845","2021/11/09"
"PLT-009","반포1주차장","444","24002","2021/11/09"
"PLT-006","광나루1,2주차장","210","25116","2021/11/09"
"PLT-005","뚝섬2주차장","343","50633","2021/11/09"
"PLT-002","난지1,2,3주차장","1278","48965","2021/11/09"
"PLT-011","잠실1,2,3,4주차장","2873","129277","2021/11/09"
"PLT-009","반포2,3주차장","1272","85761","2021/11/09"
"PLT-006","광나루3주차장","563","25247","2021/11/09"
"PLT-005","뚝섬3주차장","154","10464","2021/11/09"
"PLT-007","양화1주차장","287","33673","2021/11/09"
"PLT-004","이촌3,4주차장","590","51068","2021/11/09"
"PLT-008","여의도2주차장","466","134194","2021/11/09"
"PLT-005","뚝섬4주차장","328","32777","2021/11/09"
"PLT-008","여의도3주차장","932","348064","2021/11/09"
"PLT-010","잠원1-6주차장","1395","165658","2021/11/09"
"PLT-004","이촌1주차장","39","3490","2021/11/09"
"PLT-003","망원2,3주차장","472","45115","2021/11/09"
"PLT-004","이촌2주차장","127","6654","2021/11/09"
"PLT-003","망원1주차장","201","21376","2021/11/09"
"PLT-003","망원1주차장","198","19770","2021/11/08"
"PLT-008","여의도3주차장","1030","393012","2021/11/08"
"PLT-002","난지1,2,3주차장","1388","39851","2021/11/08"
"PLT-003","망원2,3주차장","469","49152","2021/11/08"
"PLT-004","이촌2주차장","115","5263","2021/11/08"
"PLT-005","뚝섬1주차장","74","6835","2021/11/08"
"PLT-005","뚝섬2주차장","363","54445","2021/11/08"
"PLT-006","광나루1,2주차장","177","21969","2021/11/08"
"PLT-008","여의도1주차장","1138","252826","2021/11/08"
"PLT-008","여의도4주차장","214","74127","2021/11/08"
"PLT-007","양화2주차장","45","4687","2021/11/08"
"PLT-007","양화3,4,5주차장","447","40804","2021/11/08"
"PLT-009","반포2,3주차장","1350","96221","2021/11/08"
"PLT-010","잠원1-6주차장","1374","169892","2021/11/08"
"PLT-004","이촌1주차장","42","3349","2021/11/08"
"PLT-009","반포1주차장","445","23336","2021/11/08"
"PLT-008","여의도5주차장","347","129006","2021/11/08"
"PLT-005","뚝섬3주차장","161","11250","2021/11/08"
"PLT-008","여의도2주차장","452","142139","2021/11/08"
"PLT-007","양화1주차장","277","27412","2021/11/08"
"PLT-001","강서1주차장","102","6145","2021/11/08"
"PLT-011","잠실1,2,3,4주차장","2870","124103","2021/11/08"
"PLT-005","뚝섬4주차장","342","28544","2021/11/08"
"PLT-004","이촌3,4주차장","600","48669","2021/11/08"
"PLT-006","광나루3주차장","636","27376","2021/11/08"
"PLT-008","여의도5주차장","139","12188","2021/11/07"
"PLT-005","뚝섬2주차장","1211","130824","2021/11/07"
"PLT-007","양화3,4,5주차장","1771","155731","2021/11/07"
